法條名稱,法條編號,法條內容
小門地質探索館參觀門票收費標準,第 2 條,本館門票收費基準如下：一、全票：新臺幣三十元。二、優待票：新臺幣十五元。
小門地質探索館參觀門票收費標準,第 3 條,參觀小門地質探索館，具有以下各款身分人員，經出示相關身份證明文件者，得享優待票價：一、年滿六十五歲以上者（假日）。二、學生。三、持志願服務榮譽卡之義勇警察、義勇消防。四、十人以上團體。
小門地質探索館參觀門票收費標準,第 4 條,參觀小門地質探索館，具有以下各款身分人員，經出示相關證明文件者，得免收門票：一、未滿六歲兒童。二、年滿六十五歲以上者（平日）。三、各機關學校辦理業務或教育宣導，經事先以公文提出申請獲准者。四、政府部門因接待國際友人，經事先以公文提出申請獲准者。五、持志願服務榮譽卡志工。六、身心障礙者及其必要陪伴者一人。
小門地質探索館參觀門票收費標準,第 5 條,本標準自中華民國一百十二年一月一日施行。
