第 1 條,交通部公路局為辦理汽車交通安全、專業技術訓練檢定及公路人員之訓練，特設公路人員訓練所（以下簡稱本所）。
第 2 條,本所掌理下列事項：一、汽車交通安全、駕駛職能、汽車專業技術之訓練及公路人員專業職能之訓練。二、汽車駕駛人、公路人員之考驗及檢定。三、訓練教材之製作、車輛機務之管理及汽車技術之導入。四、與汽車產業界、學術界、政府機關之協調合作及技術交流。五、其他有關公路人員訓練事項。
第 3 條,本所置所長一人，職務列簡任第十一職等；副所長一人，職務列簡任第十職等。
第 4 條,本所各職稱之官等職等及員額，另以編制表定之。各職稱之官等職等，依職務列等表之規定。
第 5 條,本規程自中華民國一百十二年九月十五日施行。
