法條名稱,法條編號,法條內容
臺灣地區與大陸地區民用航空運輸業間接聯運許可辦法,第 1 條,本辦法依臺灣地區與大陸地區人民關係條例第三十五條第四項規定訂定之。
臺灣地區與大陸地區民用航空運輸業間接聯運許可辦法,第 2 條,本辦法主管機關為交通部，其業務由交通部民用航空局辦理之。
臺灣地區與大陸地區民用航空運輸業間接聯運許可辦法,第 3 條,本辦法所稱間接聯運係指依國際航空運輸協會多邊聯運協定（MITA）或雙邊聯運協定（BITA）之規定，並按下列間接方式辦理臺灣地區與大陸地區民用航空運輸業在大陸地區之旅客、貨物、郵件聯運業務：一、電腦訂位系統應經第三地連線。二、透過第三地國際清帳所辦理清帳。
臺灣地區與大陸地區民用航空運輸業間接聯運許可辦法,第 4 條,臺灣地區民用航空運輸業依本辦法申請間接聯運者，應檢附參加國際航空運輸協會多邊聯運協定（MITA）或雙邊聯運協定（BITA）證明及其他有關文件一式兩份，向交通部民用航空局申請核轉主管機關許可。
臺灣地區與大陸地區民用航空運輸業間接聯運許可辦法,第 5 條,臺灣地區民用航空運輸業經許可與大陸地區民用航空運輸業間接聯運者，相互間得開立聯運機票及貨運提單，並辦理行李運送。
臺灣地區與大陸地區民用航空運輸業間接聯運許可辦法,第 6 條,臺灣地區民用航空運輸業經許可與大陸地區民用航空運輸業間接聯運者，主管機關如發現其申請事項或檢附文件虛偽不實，得撤銷其許可。
臺灣地區與大陸地區民用航空運輸業間接聯運許可辦法,第 7 條,本辦法施行日期由交通部定之。本辦法修正條文自發布日施行。
