法條名稱,法條編號,法條內容
交通部公路局各區公路新建工程分局組織準則,第 2 條,工程分局掌理下列事項：一、公路工程之規劃設計、預算及發包。二、公路工程之施工品質控制、年度經費管控、驗收及移交。三、公路用地之取得及管理。四、勞工職業安全及衛生之管理。五、其他有關新建工程事項。
交通部公路局各區公路新建工程分局組織準則,第 3 條,工程分局置分局長一人，職務列簡任第十一職等；副分局長二人，職務列簡任第十職等。
交通部公路局各區公路新建工程分局組織準則,第 4 條,工程分局各職稱之官等職等及員額，另以編制表定之。各職稱之官等職等，依職務列等表之規定。
交通部公路局各區公路新建工程分局組織準則,第 5 條,本準則自中華民國一百十二年九月十五日施行。
